at,userName,content,score
2024-09-04 02:09:02,Pengguna Google,"Tampilan Wondr by BNI lebih fresh dan modern, Transaksi juga lebih mudah dan sat set. Terima kasih BNI✨😍 #wondrbyBNI #Jadiinmaumu",5
2024-09-04 02:08:04,Pengguna Google,"Wondr adalah solusi bagi kami kaum mendang mending, terimakasih sudah memberi banyak kemudahan bagi kamiii :*",5
2024-09-04 02:07:44,Pengguna Google,"lebih mudah digunakan, tampilan menarik dan kekinian bgttt",5
2024-09-04 02:05:53,Pengguna Google,Kerennn,5
2024-09-04 02:04:48,Pengguna Google,Aplikasi singkat padat. Baguus .fiturny,5
2024-09-04 02:03:04,Pengguna Google,"Tampilan bagus, menu ringkas. Sayangnya menu Mobile Tunai dari aplikasi BNI mobile tidak ada di wondr dan respon aplikasi wondr tidak lebih cepat dari aplikasi BNI mobile.",4
2024-09-04 02:01:01,Pengguna Google,Lebih cpt dan mudah,5
2024-09-04 01:58:53,Pengguna Google,mudah dipakai,5
2024-09-04 01:57:35,Pengguna Google,keren,5
2024-09-04 01:57:31,Pengguna Google,"Lebih praktis, tampilan jg lebih menarik, aplikasinya baguss memudahkan transaksi ✨️",5
2024-09-04 01:52:53,Pengguna Google,Ok,5
2024-09-04 01:50:00,Pengguna Google,Mantap memudahkan segala transaksi,5
2024-09-04 01:49:47,Pengguna Google,Tampilan keren dan simple,5
2024-09-04 01:48:24,Pengguna Google,Wondr by BNI top bgt! UI/UX Friendly bgt,5
2024-09-04 01:48:23,Pengguna Google,Lebih simple dan berubah menjadi super app yang lebih fresh.,5
2024-09-04 01:47:54,Pengguna Google,WondR full.. fitur transfer terjadwal nya sangat memudahkan. Tampilan mutasi jg simpel.,5
2024-09-04 01:47:53,Pengguna Google,Semua jadi gampang dengan wondr.,5
2024-09-04 01:47:35,Pengguna Google,"Top up eWallet pake Wondr *gak pake ribet*, hanya hitungan detik..wushhh.",5
2024-09-04 01:44:15,Pengguna Google,"Tampilan lbh menarik, transaksi lbh mudah dan cepat",5
2024-09-04 01:41:49,Pengguna Google,Jadiin maumu,5
2024-09-04 01:40:00,Pengguna Google,Memudahkan transaksi apapun lewat smartphone,5
2024-09-04 01:39:29,Pengguna Google,Sangat membantu dlm transaksi banyak fitur yang mempermudah pengguna seperti top up isi token isi pulsa dll 👍mantap lah Wondr by BNI 🔥Menyala,5
2024-09-04 01:38:43,Pengguna Google,BNI is the best,5
2024-09-04 01:38:04,Pengguna Google,Aplikasi mudah dan cepat di gunakan untuk bertransaksi.,5
2024-09-04 01:36:45,Pengguna Google,Aplikasi yang mudah dan cepat untuk bertransaksi,5
2024-09-04 01:36:30,Pengguna Google,kerennn .,5
2024-09-04 01:35:57,Pengguna Google,Wondr BNI oke banget,5
2024-09-04 01:35:46,Pengguna Google,New design fun experience.,5
2024-09-04 01:34:29,Pengguna Google,Aplikasi yg mudah cepat & sangat membantu,5
2024-09-04 01:31:42,Pengguna Google,"Aplikasi lebih kekinian, lebih mudah, cepat dan menampilkan informasi transaksi lebih detail dan informatif",5
2024-09-04 01:31:27,Pengguna Google,Verifikasi wajah tidak bisa pakai kamera pop up. Hhhhuuuu,1
2024-09-04 01:30:56,Pengguna Google,Keren n simple unt semua generasi,5
2024-09-04 01:29:17,Pengguna Google,Aplikasi Keren....Kekinian....Mudah dan Sangat Nyaman Untuk Transaksi....Warnanya Segarr.....Secerah Wajahmu Hari Ini Sayang.....,5
2024-09-04 01:29:15,Pengguna Google,aplikasi baik,5
2024-09-04 01:28:58,Pengguna Google,Lebih mudah utk transaksi utk Qris ngga perlu login jd lebih cepet,5
2024-09-04 01:28:33,Pengguna Google,"Dengan menggunakan Wondr BNI, semua urusan transaksi keuangan saya jadi sangat lebih mudah, lebih cepat dan sangat menghemat waktu... tks WONDR BNI",5
2024-09-04 01:28:12,Pengguna Google,"jadi mudah banget lewat wondr, sangat modern",5
2024-09-04 01:27:36,Pengguna Google,"Lebih gampang digunakan, tampilannya juga sangat bagus,lucu dan super fun",5
2024-09-04 01:27:19,Pengguna Google,Keren banget,5
2024-09-04 01:27:12,Pengguna Google,"User friendly, lebih mudah dan cepat",5
2024-09-04 01:26:52,Pengguna Google,Wondr by bni mantap 🫰,5
2024-09-04 01:26:38,Pengguna Google,Mantap,5
2024-09-04 01:26:16,Pengguna Google,"Fiturnya lebih keren, simple dan mudah. sangat membantu tidak ribet...",5
2024-09-04 01:24:30,Pengguna Google,"Mantap, lebih simple dan tampilan elegan",5
2024-09-04 01:21:50,Pengguna Google,Aplikasi bagus,5
2024-09-04 01:20:33,Pengguna Google,Mudah diakses dan lebih cepat untuk bertansaksi,5
2024-09-04 01:20:21,Pengguna Google,"Bagus, bermanfaat, transaksi menjadi lebih mudah.",5
2024-09-04 01:19:50,Pengguna Google,Mudah diakses dan lebih cepat,5
2024-09-04 01:19:36,Pengguna Google,"Wonder BNI TOP, lebih cepat penggunaannya. tampilan keren..Maju terus BNI..",5
2024-09-04 01:18:30,Pengguna Google,Cara transaksi pakai wondr sangat mudah Dan promo nya banyak,5
2024-09-04 01:15:59,Pengguna Google,Wondr by BNI keren semua fitur lebih simpel mudah dan gampang di jalankan🤩🤩🤩🤩,5
2024-09-04 01:13:53,Pengguna Google,"Mudah, bagus, cepat",5
2024-09-04 01:13:24,Pengguna Google,Mantap BNI.. aplikasi sangat membantu. Very smooth,5
2024-09-04 01:13:15,Pengguna Google,"Dengan Wondr Mempermudah Saya Setiap Transaksi Lebih Cepat ,Mudah dan Aman .",5
2024-09-04 01:11:05,Pengguna Google,Lebih simpel dan elegant menggunakan aplikasi WONDR,5
2024-09-04 01:10:07,Pengguna Google,Super app yg simple dan keren♥️♥️,5
2024-09-04 01:10:02,Pengguna Google,Pas ke Petmart bayarnya pake wondr by BNI.....cepet prosesnya,5
2024-09-04 01:09:26,Pengguna Google,Transaksi lebih mudah dan cepat dengan Wondr by BNI dengan tampilan yang lebih segar dan warna-warna yang menarik.,5
2024-09-04 01:07:58,Pengguna Google,Pembelian Prabayar PLN cepet Sekali,5
2024-09-04 01:06:58,Pengguna Google,Aplikasi aman dan sangat mudah digunakan,5
2024-09-04 01:05:28,Pengguna Google,"Mantep Deh wondr memudah kan dalam berteransaksi,,baik Isi pulsa Hp,,token Listrik dll.untuk masukanx untuk di penggunaan jaringan kaya jaringan Wifi misalya,,dirumah saya pakai wifi klo saya buka Wondr biasax gk bisa ke buka trus klo di alihkan ke jaringan Data Hp langsung kebuka..mkasih.🙏🏻🙏🏻🙏🏻",5
2024-09-04 01:00:30,Pengguna Google,"Lebih simple, mudah 😎",5
2024-09-04 01:00:28,Pengguna Google,"Baik, seneng semuanya jadi gampang dengan bangking app yang baru🙏",5
2024-09-04 01:00:18,Pengguna Google,"Bagus banget sih, warnanya fresh,, lebih cepat prosesnya",5
2024-09-04 01:00:09,Pengguna Google,Tampilan lebih menarik....,5
2024-09-04 00:59:54,Pengguna Google,"WONDR aplikasi yg sempurna, lebih mudah, lebih lengkap dan nyaman digunakan",5
2024-09-04 00:57:10,Pengguna Google,Wondr by BNI kereeen banget...👍👍,5
2024-09-04 00:57:04,Pengguna Google,"Transaksi lebih gampang, simpel dan lebih cepat",5
2024-09-04 00:55:30,Pengguna Google,"Aplikasi gk guna, salah nulis sandi 1 kali aja harus verifikasi lagi",1
2024-09-04 00:54:17,Pengguna Google,"Wondr memberikan tampilan yg lebih fresh, lebih simpel dalam penggunaan, dan fitur2 baru yg lebih memudahkan pengguna. Smoga aplikasinya lebih cepat dalam proses penyempurnaannya.",5
2024-09-04 00:54:13,Pengguna Google,User friendly bgt,5
2024-09-04 00:53:23,Pengguna Google,Aplikasi terlengkap untuk e-payment 🔥,5
2024-09-04 00:52:20,Pengguna Google,"Semoga wondr secepatnya upgrade ,supaya fiturnya semakin lengkap",5
2024-09-04 00:51:46,Pengguna Google,"Alhamdulillah aplikasi baru, tampilan lebih ok, cepet tanpa Ribet",5
2024-09-04 00:51:24,Pengguna Google,"Aplikasi nya menarik, udah coba beli pulsa, token gampang bangettttt....",5
2024-09-04 00:50:17,Pengguna Google,Tampilan lebih keren dan transaksi lebih mudah,5
2024-09-04 00:50:10,Pengguna Google,Sangat memuaskan dan sangat membantu dan juga lebih cepat dan lebih simpel tampilannya sangat kerin,5
2024-09-04 00:49:34,Pengguna Google,👍 lebih Simpel,5
2024-09-04 00:49:19,Pengguna Google,Good Job,5
2024-09-04 00:47:51,Pengguna Google,Aplikasi bagus,5
2024-09-04 00:45:39,Pengguna Google,Untuk transaksi jadi lebih cepat khususnya QRIS saat di depan kasir. Sat set. Konsep past-now-futurenya OK. Tidak sabar menunggu next feature-nya.,5
2024-09-04 00:45:32,Pengguna Google,Wondr lebih mudah praktis.. Wondr bagus banget,5
2024-09-04 00:44:47,Pengguna Google,Aplikasi yang sangat membantu dalam bertransaksi dan pengawasan keuangan,5
2024-09-04 00:43:13,Pengguna Google,Aplikasi sae sanget,5
2024-09-04 00:42:32,Pengguna Google,"Amazing app, upgrade terus menjadi #1",5
2024-09-04 00:41:43,Pengguna Google,"QRIS mantap sekali , cepat responnya..",5
2024-09-04 00:38:13,Pengguna Google,"Wahh baru nih dari BNI. UI nya keren,,banyak warna,,lucuk aja liatnya,,super fun. Sat set juga kalo transaksi gak ribet cuma pin. So easy to use. BNI keren 👍🏻",5
2024-09-04 00:37:45,Pengguna Google,keren bangat,5
2024-09-04 00:37:38,Pengguna Google,"bayar QRIS di wondr cepet banget, cuma 3 step selesai",5
2024-09-04 00:36:14,Pengguna Google,pakai qris lebih cepat,5
2024-09-04 00:34:42,Pengguna Google,Penggunaanya mudah dan cepat. bravo Wondr BNI,5
2024-09-04 00:33:51,Pengguna Google,Aplikasi terbaikk,5
2024-09-04 00:31:45,Pengguna Google,"Tampilan lebih menarik,, semoga fiturx sgera diperbnyak spt Mbanking",5
2024-09-04 00:30:55,Pengguna Google,"Keren aplikasinya bisa untuk buka blokir pin atm, saat kita lupa pin, terus terbelolir, jadi gk perlu datang ke Cs lagi",5
2024-09-04 00:29:07,Pengguna Google,"Tampilan lebih menarik dan simple, untuk fitur semoga kedepannya lebih lengkap lagi",5
2024-09-04 00:28:53,Pengguna Google,Good Apps,5
2024-09-04 00:28:41,Pengguna Google,Aplikasi nya keren banget dan user friendly..,5
2024-09-04 00:28:21,Pengguna Google,Transaksi lebih gampang dan menyenangkan,5
2024-09-04 00:27:51,Pengguna Google,Akses keuanganmu menjadi lebih lancar,5
2024-09-04 00:27:26,Pengguna Google,Tampilan dan warnanya tdk membosankan. Transaksi menjadi lebih mudah dan cepat menggunakan wonder by BNI,5
2024-09-04 00:26:04,Pengguna Google,Aplikasinya simple dan sangat membantu krna bisa create pin atm,5
2024-09-04 00:25:45,Pengguna Google,"Parah .. salah pasword 2x harus daftar akun ulang dari awal , ribet auto unisntal , kocak",1
2024-09-04 00:25:45,Pengguna Google,Bayar sangat cepat skali,5
2024-09-04 00:24:45,Pengguna Google,"Aplikasi Wondr by BNI menghadirkan pengalaman digital yang memukau dengan tampilan yang modern dan intuitif, membuat setiap transaksi dan manajemen keuangan terasa lebib mudah dan menyenangkan",5
2024-09-04 00:23:24,Pengguna Google,"Aplikasinya cukup lengkap dan simple digunakan,ada fitur insight ut rekap transaksi/keuangan bulanan respon transaksi lebih cepat...kereen..",5
2024-09-04 00:20:02,Pengguna Google,Tidak ada riwayat mutasi rekeningg,3
2024-09-04 00:19:49,Pengguna Google,semoga jadi lebih lebih dan lebih baik,5
2024-09-04 00:19:13,Pengguna Google,Buat pembayaran bpjs lama prosesnya..,3
2024-09-04 00:17:08,Pengguna Google,"Sejak pakai Qris wondr sudah GK pakai Qris yg lain , hanya pakai wondr saja , karena sangat cepet prosesnya .. aku semakin cinta sama wondr by BNI .. transaksi apapun jadi mudah",5
2024-09-04 00:16:06,Pengguna Google,Mantap dan keren,5
2024-09-04 00:15:58,Pengguna Google,Aplikasi nya keren saat transaksi lancar dan tidak ribet hanya menggunakan PIN TRANSAKSI,5
2024-09-04 00:12:53,Pengguna Google,Wondr Bni sangat mudah di gunakan,5
2024-09-04 00:12:50,Pengguna Google,Terima kasih memudahkan,5
2024-09-04 00:12:38,Pengguna Google,Tampilannya lebih keren.. Transaksi anda apapun skrang ada notifnya.. Utk tagihan yg belum terbayar juga sudah ada notif dan remindernya.. Wondr Mantappp,5
2024-09-04 00:11:08,Pengguna Google,Aplikasinya sangat ekspresif untuk kawula muda dan semua umur... Inovatif.. Terimakasih BNI,5
2024-09-04 00:10:27,Pengguna Google,Keren,5
2024-09-04 00:09:20,Pengguna Google,Aplikasi wordernya sngat bagus n memenuhi smua transaksi lbh cepat,5
2024-09-04 00:08:01,Pengguna Google,Bagus dan mudah untuk transaksi,5
2024-09-04 00:07:59,Pengguna Google,Sangat bagus dan memudahkan transaksi,5
2024-09-04 00:06:42,Pengguna Google,Bni wondr sangat mudah dalam bertransaksi🥰🥰,5
2024-09-04 00:06:31,Pengguna Google,"Bisa transfer langsung ke 2-5 rek sekaligus.. Ahh mantap,, hemat waktu banget , sat set sat set lah 👍👍👍",5
2024-09-04 00:06:29,Pengguna Google,mantaaaap dan elegan👍👍🦾🤳,5
2024-09-04 00:06:21,Pengguna Google,"Aplikasi nya keren. Gak ribet, cepat dan satset👍👍👍👍",5
2024-09-04 00:05:55,Pengguna Google,"Keren banget aplikasinya,mudah dan informatif",5
2024-09-04 00:05:49,Pengguna Google,"Aplikasinya mudah dan informatif, ada menu analisa. Keren banget.",5
2024-09-04 00:05:02,Pengguna Google,Bayar listrik lebih mudah gak ribet....,5
2024-09-04 00:02:16,Pengguna Google,"aplikasi wonder tampilannya lebih menarik, lebih praktis penggunaannya dan lbh canggih ❤ Ga perlu ke BNI lagi urusan Pin terblokir wkwk",5
2024-09-04 00:01:44,Pengguna Google,Fresss...fun transaksi,5
2024-09-04 00:00:34,Pengguna Google,"Aplikasi keren, memudahkan nasabah untuk transaksi...... Pokoknya mantul✅✅",5
2024-09-03 23:59:21,Pengguna Google,Aplikasi yg sangat membantu dan sangat baik untuk nasabah BNI 👍👍👍,5
2024-09-03 23:59:15,Pengguna Google,"keren sekali,,menyalaa wondr 🔥🔥🔥",5
2024-09-03 23:58:34,Pengguna Google,Lebih menarik dan aplikasinya kelassss,5
2024-09-03 23:58:22,Pengguna Google,"Tampilan keren dan menarik,sangat mudah digunakan",5
2024-09-03 23:57:34,Pengguna Google,Transaksi di aplikasi terbaru sangatlah mudah dan cepat🤗,5
2024-09-03 23:57:10,Pengguna Google,"Aplikasi mantap keren dan simple, QRIS super cepat memudahkan pembayaran",5
2024-09-03 23:56:45,Pengguna Google,Penggunaan aplikasinya lebih simpel.,5
2024-09-03 23:56:39,Pengguna Google,Keren banget tampilannya..transaksi jadi Lebih mudah & cepat👍,5
2024-09-03 23:55:53,Pengguna Google,"Wondr by BNI, luar biasa keren",5
2024-09-03 23:53:46,Pengguna Google,Wooo keren aplikasinya aku suka bangat sama aplikasinya,5
2024-09-03 23:53:05,Pengguna Google,Mantap dan cepat,5
2024-09-03 23:52:16,Pengguna Google,Transaksi pembelian token listrik sangat bagus.. 👍👍,5
2024-09-03 23:51:50,Pengguna Google,aplikasinya mantap dan mudah di pahami,5
2024-09-03 23:51:35,Pengguna Google,Sangatt keren bangat aplikasinya,5
2024-09-03 23:50:55,Pengguna Google,Semakin memudahkan dalam bertransaksi,5
2024-09-03 23:50:48,Pengguna Google,Terbaik,5
2024-09-03 23:50:36,Pengguna Google,Sangat bermanfaat aplikasi ini.. Bgus dan gampang di gunakan.. Smoga BNI SELALU jaya bravo,5
2024-09-03 23:50:26,Pengguna Google,Aplikasi pilihan terbaik tahun 2024,5
2024-09-03 23:50:13,Pengguna Google,Tampilan baru lebih keren,5
2024-09-03 23:50:06,Pengguna Google,Aplikasi nya sangat mudah dan cepat..,5
2024-09-03 23:49:18,Pengguna Google,WONDR TERBAIK,5
2024-09-03 23:48:30,Pengguna Google,Menyalaaa wondr by BNI,5
2024-09-03 23:48:00,Pengguna Google,Sangat baik untuk digunakan menabung diBNI,5
2024-09-03 23:47:59,Pengguna Google,Aplikasi nya bgus ..sngat mudah dan gampang di gunakan .. sukses selalu BNI,5
2024-09-03 23:46:11,Pengguna Google,"Top Wondr by bni,,, bayar pakai QRIS di Wondr cepat banget,,,,",5
2024-09-03 23:45:49,Pengguna Google,Aplikasi terbaru yang sangat mendukung untuk melakukan transaksi mobile. Semoga semakin banyak fitur menarik yang bisa digunakan 🥰🥰🥰,5
2024-09-03 23:45:12,Pengguna Google,Mau transaksi apapun skrg lebih mudah pke Wondr by BNI .. memang oye 👍,5
2024-09-03 23:44:55,Pengguna Google,"Aplikasinya sangat simpel cantik dan sangat mudah, Jaya selalu BNI😘😘😘",5
2024-09-03 23:44:17,Pengguna Google,"aplikasinya mudah dipakai, tampilan seru dan menarik. transaksinya cepat banget ...",5
2024-09-03 23:44:13,Pengguna Google,Lebih mudah bertransaksi.. wondr by BNI👍👍👍👍,5
2024-09-03 23:44:01,Pengguna Google,"Tampilannya menarik dan gampang digunakan, semenjak ada aplikasi ini bayar apapun jadi lebih mudah",5
2024-09-03 23:43:57,Pengguna Google,Warna warnanya lucu banget 😍😍😍 bayar pake wondr cepat banget 😍😍😍 sangat terbaik ✨✨,5
2024-09-03 23:43:51,Pengguna Google,Wondr by BNI mantap jaya selalu,5
2024-09-03 23:43:01,Pengguna Google,Layanaan Wonder mantap 👍👍👍,5
2024-09-03 23:42:55,Pengguna Google,Simple dan tampilan menarik,5
2024-09-03 23:42:18,Pengguna Google,"Aplikasi Wondr by BNI Keren dan bagus, tampilan lucu banget dan warna²nya super fun. Bayar QRIS di Wondr cepet banget cuma 3 step selesai. Terima Kasih BNI 46",5
2024-09-03 23:40:31,Pengguna Google,Sangat memudahkan,5
2024-09-03 23:40:18,Pengguna Google,Wondr keren,5
2024-09-03 23:39:23,Pengguna Google,"Nyaman banget bertransaksi di aplikasi ini, ga ribet dan pastinya aman",5
2024-09-03 23:38:54,Pengguna Google,Good,5
2024-09-03 23:38:45,Pengguna Google,Sangat bagus dan sangat membantu 😇,5
2024-09-03 23:37:19,Pengguna Google,Lebih mudah dan cepat,5
2024-09-03 23:36:22,Pengguna Google,Lebih mudah dan cepat untuk bertransaksi. UI dan UX keren banget.,5
2024-09-03 23:35:35,Pengguna Google,Mantap simpel,5
2024-09-03 23:35:03,Pengguna Google,Sangat memuaskan👍,5
2024-09-03 23:32:37,Pengguna Google,New Wonder..,5
2024-09-03 23:32:07,Pengguna Google,"Aplikasinya keren banget. Ini baru super apps namanya. Lebih dari sekedang m-banking, semakin lengkap menjadi aplikasi keuangan yg sangat membantu mengelola manajemen keuangan kita. Sukses selalu BNI, terus berinovasi 👍👍👍",5
2024-09-03 23:31:35,Pengguna Google,"Lebih mudah,aman dan terpercaya",5
2024-09-03 23:27:06,Pengguna Google,Bayar pake QRIS lebih cepat,5
2024-09-03 23:24:11,Pengguna Google,"aplikasinya sangat kekinian dan mudah untuk digunakan, sangat cocok untuk semua kalangan",5
2024-09-03 23:22:32,Pengguna Google,Aplikasi mbanking tercepat. Kerenn🔥,5
2024-09-03 23:21:53,Pengguna Google,"Ui dari aplikasi sangat menarik dan user friendly, lebih simpel drpd mobil banking, banyak diskonan juga untuk kulineran",5
2024-09-03 23:19:51,Pengguna Google,"User friendly, mobile banking yang sangat informatif krn semua data transaksi keuangan bisa dilihat, tampilan aplikasinya juga keren 👍👍👍",5
2024-09-03 23:16:32,Pengguna Google,Bagus dan mudah untuk transaksi,5
2024-09-03 23:16:17,Pengguna Google,"Bayar QRIS di wondr cepet banget, cuma 3 step selesai. klo ada yg cepat ngapain cari yg selowwwww",5
2024-09-03 23:07:21,Pengguna Google,🔥🔥🔥,5
2024-09-03 23:04:49,Pengguna Google,Jadiin maumu,5
2024-09-03 23:00:25,Pengguna Google,Wondr memang beda.. tampilannya Oke banget.. transaksinya cepat.. sangat membantu sekali,5
2024-09-03 22:58:12,Pengguna Google,Mempermudah transaksi,5
2024-09-03 22:49:37,Pengguna Google,Tampilan menarik wondr by bni jadikan mau mu,5
2024-09-03 22:49:28,Pengguna Google,Tampilan dan Fitur nya sangat Bagus,5
2024-09-03 22:46:28,Pengguna Google,Lebih simpel dan tampilan makin keren👍,5
2024-09-03 22:38:32,Pengguna Google,"Menarik bgt tampilannya jadi lucu dan superfun, bayar Qris jadi satset. Bener2 easy to use✨✨✨✨✨",5
2024-09-03 22:38:03,Pengguna Google,keren dan sangat mudah,5
2024-09-03 22:37:53,Pengguna Google,"Fitur simpel,Transaksi jd lebih mudah & cepat",5
2024-09-03 22:36:26,Pengguna Google,"Cepat dan Praktis ,,,, sangat nyaman bertransaksi ,,,,",5
2024-09-03 22:31:05,Pengguna Google,Wondr BNI luar biasa,5
2024-09-03 22:29:08,Pengguna Google,Mantap simpel mudah digunakan,5
2024-09-03 22:28:52,Pengguna Google,Transaksi cepat & praktis,5
2024-09-03 22:28:19,Pengguna Google,Aplikasinya sangat bagus,5
2024-09-03 22:25:37,Pengguna Google,"Aplikasi Wondr by BNI Keren Banget, tampilan Oke dengan warna yang cerah. Bayar QRIS di Wondr cepet banget, cuma 3 step selesai. Terima Kasih BNI 46",5
2024-09-03 22:22:59,Pengguna Google,The real super aps🥳,5
2024-09-03 22:21:57,Pengguna Google,Aplikasi wondr ini sangat membantu saya,5
2024-09-03 22:21:42,Pengguna Google,Mantaps,5
2024-09-03 22:21:39,Pengguna Google,Ok banget,5
2024-09-03 22:13:31,Pengguna Google,"sekarang bayar dengan qris lebih cepat dan simple, keren",5
2024-09-03 22:12:46,Pengguna Google,Suka dari wondr ini krn ada fitur total asset....,5
2024-09-03 22:03:44,Pengguna Google,"aplikasinya keren, ui nya gak bikin pusing",5
2024-09-03 22:02:34,Pengguna Google,Bagus juga..wondr enak dipandang mata dan easy to use..jadi lebih mudah dan cepat untuk transaksi,5
2024-09-03 21:53:07,Pengguna Google,"Transaksi pakai wondr jadi lebih mudah, tidak harus ke bank.",5
2024-09-03 21:46:45,Pengguna Google,Sangat membantu,5
2024-09-03 21:46:35,Pengguna Google,"aplikasi ini memiliki banyak fitur yg sangat berguna bagi nasabah BNI yang ingin untuk digunakan dalam aktivitas perbankan sehari-hari, selain itu memiliki tampilan yg menarik dan berwarna yg memberikan kesan powerfull.",5
2024-09-03 21:42:51,Pengguna Google,Bagus banget. Ringan dan mudah. Suka banget ada menu insight n growth,5
2024-09-03 21:41:35,Pengguna Google,"Aplikasi yg kekinian, bs jd financial advisor kita",5
2024-09-03 21:40:50,Pengguna Google,"Alhamdulillah aplikasi wondr by BNI sangat praktis & pantang ribet, utamanya pada menu express, hanya 3 step sudah selesai transaksi QRIS, E-WALLET & TAPCASH Tampilan oke dengan warna cerah menularkan semangat antusias dalam menjalankan aktifitas harian & seluruh transaksi perbankan Terima kasih BNI 46, Jaya selalu setia memberikan yg terbaik bagi Nasabah",5
2024-09-03 21:17:09,Pengguna Google,"Lebih seneng pake wondr, sat set dan berwarna warni",5
2024-09-03 20:24:37,Pengguna Google,Luar biasa,5
2024-09-03 19:36:07,Pengguna Google,"OTP VERIFIKASI EMAIL TERLALU LAMA DIKIRIM, KEBUURU EXPIRED",1
2024-09-03 19:27:30,Pengguna Google,Dengan wondr transaksi semua jadi mudah,5
2024-09-03 18:11:57,Pengguna Google,Nice,5
2024-09-03 18:01:38,Pengguna Google,Aplikasi tolol kirim otp lama bgt,1
2024-09-03 17:54:49,Pengguna Google,Transaksi bisa lebih cepat dan jauh lebih mudah dengan wondr by bni,5
2024-09-03 17:53:23,Pengguna Google,"Mantapppp.. Bayar Qris tinggal 1x klik doank, kereennn",5
2024-09-03 17:44:26,Pengguna Google,"Aplikasi Wondr Lengkap, Cocok Untuk Bisnis Juga, Jaringan nya Cepat Juga ... Mantab dan Selamat untuk BNI",5
2024-09-03 17:41:54,Pengguna Google,Keren,5
2024-09-03 17:11:11,Pengguna Google,"Cangih,mudah n lengkap fiturnya.",5
2024-09-03 17:08:41,Pengguna Google,Mantap jadi lebih mudah untuk teransaksi.,5
2024-09-03 17:04:27,Pengguna Google,Lebih mudah lebih cepat Ndak ribet ..kapan dan dimana pun lancar,5
2024-09-03 17:02:08,Pengguna Google,"Aplikasinya makin mantap, fitur2 nya oke bget..",5
2024-09-03 17:01:24,Pengguna Google,Sukaa eror klo mao login padahal udh masukin pasword dengan benar tapi salah anehh TOLONG DI PERBAIKI LAGI APLIKASI NYAA,1
2024-09-03 17:00:50,Pengguna Google,Lancar Teruss.. 😊,5
2024-09-03 16:41:04,Pengguna Google,Wondr by BNI the best 👍👍👍,5
2024-09-03 16:33:02,Pengguna Google,"Performa sangat baik, tampilanya keren dan sangat memudahkan dalam bertransaksi.",5
2024-09-03 16:31:54,Pengguna Google,"Fiturnya menarik, penuh warna, mudah digunakan",5
2024-09-03 16:30:21,Pengguna Google,"Di Wondr banyak fitur canggih, banyak promo menarik, desainnya lebih modern dan trendi.",5
2024-09-03 16:30:04,Pengguna Google,Jadiin mau mu di WONDR BY BNI aja....promonya mantap top....👍,5
2024-09-03 16:29:49,Pengguna Google,Baik dan Membantu,5
2024-09-03 16:25:54,Pengguna Google,Aplikasi yang simpel dan semakin mudah bertransaksi sangat cepat,5
2024-09-03 16:23:00,Pengguna Google,"Performa aplikasi baik, tampilannya berwarna dan keren. Lebih memudahkan saat melakukan transaksi. Ada fiture histori transaksi dan menu Insight sehingga memudahkan pengguna melihat pemasukan dan pengeluaran. Semoga semakin banyak fiture untuk memudahkan transaksi dan bisa di-custom sesuai preferensi pengguna.",5
2024-09-03 16:19:32,Pengguna Google,Super app dalam 1 genggaman dengan semua kemudahan bertransaksi.,5
2024-09-03 16:17:36,Pengguna Google,Mantap BNI makin satset.. Mempermudah transaksi 👍👍👍👍,5
2024-09-03 16:11:08,Pengguna Google,Aplikasi mantap dan transfer juga jdi lebih mudah,5
2024-09-03 16:09:01,Pengguna Google,"maaf, apakah wondr tidak bisa cek mutasi??",3
2024-09-03 16:06:41,Pengguna Google,Terbaik 🙏🙏,5
2024-09-03 16:02:32,Pengguna Google,"Aplikasi Ini sangat membantu sekali.. tampilan lebih simpel, Bisa Memantau Rekap Keuangan Bulanan Juga",5
2024-09-03 15:59:11,Pengguna Google,"Lebih ringkas, lebih mudah, lebih komunikatif, tampilan lebih kekinian, dan kita lebih dapat dg mudah mengontrol keuangan kita....jadiin maumu....wondrfull management",5
2024-09-03 15:58:48,Pengguna Google,"wondr by BNI, aplikasi keuangan yg KEREN, simple, mudah digunakan, yang pasti banyak promonya, love buat BNI ....",5
2024-09-03 15:53:44,Pengguna Google,apk bagus bngt bni semakin maju dan jaya,5
2024-09-03 15:53:12,Pengguna Google,Terbaik bisa transfer ke luar negeri,5
2024-09-03 15:52:01,Pengguna Google,Kereen....tampilan sangat full colour,5
2024-09-03 15:51:01,Pengguna Google,"Bayar QRIS di wondr by BNI cepet banget, cuma 3 step selesai dan kemarin beli makan di foodcourt pake wondr cepet banget, bener2 easy to use~",5
2024-09-03 15:50:51,Pengguna Google,Amplikasi BNI WONDR semakin kerennnnn,5
2024-09-03 15:50:04,Pengguna Google,Mantap 👍👍👍,5
2024-09-03 15:48:05,Pengguna Google,Ini lebih mempermudahkan,5
2024-09-03 15:47:55,Pengguna Google,"Wondr by bni emg paling keren, gk nyesel download aplikasinya...transaksi apapun jadi lebih mudah.",5
2024-09-03 15:47:01,Pengguna Google,wondr sangat bagus dan mudah,5
2024-09-03 15:44:14,Pengguna Google,Transaksi jadi lebih cepat dan simpel,5
2024-09-03 15:40:25,Pengguna Google,Mana setor tunainya,1
2024-09-03 15:39:02,Pengguna Google,"Lebih mudah, lebih cepat bertransaksi... Mantaabh....",5
