content,sentimen,aspek,content_clean,content_casefolded,content_normalized,content_stopword,content_tokens,clean_text,content_stemmed
Lebih ribet dan susah saat memverifikasi email Lebih baik menggunakan apk BNI yang lama,Negative,Autentikasi,Lebih ribet dan susah saat memverifikasi email Lebih baik menggunakan apk BNI yang lama,lebih ribet dan susah saat memverifikasi email lebih baik menggunakan apk bni yang lama,lebih rumit dan susah saat memverifikasi email lebih baik menggunakan aplikasi bni yang lama,lebih rumit susah memverifikasi email lebih baik lama,"['lebih', 'rumit', 'susah', 'memverifikasi', 'email', 'lebih', 'baik', 'lama']",lebih rumit susah memverifikasi email lebih baik lama,"['lebih', 'rumit', 'susah', 'verifikasi', 'email', 'lebih', 'baik', 'lama']"
"Duh susah2 verifikasi wajah, pas bisa masuk lola apk nya padahal jaringan stabil, enakan apk yg lama dari pada ini",Negative,Autentikasi,Duh susah verifikasi wajah pas bisa masuk lola apk nya padahal jaringan stabil enakan apk yg lama dari pada ini,duh susah verifikasi wajah pas bisa masuk lola apk nya padahal jaringan stabil enakan apk yg lama dari pada ini,duh susah verifikasi wajah pas bisa masuk lola aplikasi ya padahal jaringan stabil enakan aplikasi yang lama dari pada ini,duh susah verifikasi wajah pas bisa masuk lola jaringan stabil enakan lama,"['duh', 'susah', 'verifikasi', 'wajah', 'pas', 'bisa', 'masuk', 'lola', 'jaringan', 'stabil', 'enakan', 'lama']",duh susah verifikasi wajah pas bisa masuk lola jaringan stabil enakan lama,"['duh', 'susah', 'verifikasi', 'wajah', 'pas', 'bisa', 'masuk', 'lola', 'jaring', 'stabil', 'enak', 'lama']"
Saya sdh buka rek ...dan isi saldo 58.000 Tapi aplikasi TDK bisa di buka lagi.... Pas login....alasannya TDK bisa registrasi data...aplikasi ni waras atau sinting ya,Negative,Autentikasi,Saya sdh buka rek dan isi saldo  Tapi aplikasi TDK bisa di buka lagi Pas login alasannya TDK bisa registrasi data aplikasi ni waras atau sinting ya,saya sdh buka rek dan isi saldo  tapi aplikasi tdk bisa di buka lagi pas login alasannya tdk bisa registrasi data aplikasi ni waras atau sinting ya,saya sudah buka rekening dan isi saldo tapi aplikasi tidak bisa di buka lagi pas login alasannya tidak bisa registrasi data aplikasi ini waras atau sinting ya,buka rekening isi saldo tidak bisa buka pas login alasannya tidak bisa registrasi data waras sinting,"['buka', 'rekening', 'isi', 'saldo', 'tidak', 'bisa', 'buka', 'pas', 'login', 'alasannya', 'tidak', 'bisa', 'registrasi', 'data', 'waras', 'sinting']",buka rekening isi saldo tidak bisa buka pas login alasannya tidak bisa registrasi data waras sinting,"['buka', 'rekening', 'isi', 'saldo', 'tidak', 'bisa', 'buka', 'pas', 'login', 'alas', 'tidak', 'bisa', 'registrasi', 'data', 'waras', 'sinting']"
Serius ini ? Cara daftarnya seperti kita mau pinjol ? Berfoto sambil.pegang KTP ?? Maaf pak sy mau saving bukan pinjol.. memang pihak bank bisa jamin data kita aman ??,Negative,Autentikasi,Serius ini  Cara daftarnya seperti kita mau pinjol  Berfoto sambil pegang KTP  Maaf pak sy mau saving bukan pinjol memang pihak bank bisa jamin data kita aman,serius ini  cara daftarnya seperti kita mau pinjol  berfoto sambil pegang ktp  maaf pak sy mau saving bukan pinjol memang pihak bank bisa jamin data kita aman,serius ini cara daftarnya seperti kita mau pinjol berfoto sambil pegang KTP maaf pak saya mau saving bukan pinjol memang pihak bank bisa jamin data kita aman,serius daftarnya pinjol berfoto pegang KTP maaf saving pinjol bank bisa jamin data aman,"['serius', 'daftarnya', 'pinjol', 'berfoto', 'pegang', 'KTP', 'maaf', 'saving', 'pinjol', 'bank', 'bisa', 'jamin', 'data', 'aman']",serius daftarnya pinjol berfoto pegang KTP maaf saving pinjol bank bisa jamin data aman,"['serius', 'daftar', 'pinjol', 'foto', 'pegang', 'ktp', 'maaf', 'saving', 'pinjol', 'bank', 'bisa', 'jamin', 'data', 'aman']"
"Semua tahap sudah dilaksanakan, notice berhasil,tapi saat masuk salah pasword, kembali daftar gitu aja terus sampai ulang besok.Jauh lebih efisien BNI mobile banking yang lama.",Negative,Autentikasi,Semua tahap sudah dilaksanakan notice berhasil tapi saat masuk salah pasword kembali daftar gitu aja terus sampai ulang besok Jauh lebih efisien BNI mobile banking yang lama,semua tahap sudah dilaksanakan notice berhasil tapi saat masuk salah pasword kembali daftar gitu aja terus sampai ulang besok jauh lebih efisien bni mobile banking yang lama,semua tahap sudah dilaksanakan notice berhasil tapi saat masuk salah password kembali daftar seperti itu saja terus sampai ulang besok jauh lebih efisien bni mobile banking yang lama,tahap dilaksanakan notice berhasil masuk salah password daftar ulang besok lebih efisien mobile banking lama,"['tahap', 'dilaksanakan', 'notice', 'berhasil', 'masuk', 'salah', 'password', 'daftar', 'ulang', 'besok', 'lebih', 'efisien', 'mobile', 'banking', 'lama']",tahap dilaksanakan notice berhasil masuk salah password daftar ulang besok lebih efisien mobile banking lama,"['tahap', 'laksana', 'notice', 'hasil', 'masuk', 'salah', 'password', 'daftar', 'ulang', 'besok', 'lebih', 'efisien', 'mobile', 'banking', 'lama']"
"Parah, susah sekali verifikasi wajah. Udh ikut panduan tetep aja g bisa masuk. Heran knp mst bikin aplikasi baru sih, knp g bni mobile nya aja diupgrade. Jd susah buat bayar listrik dan air",Negative,Autentikasi,Parah susah sekali verifikasi wajah Udh ikut panduan tetep aja g bisa masuk Heran knp mst bikin aplikasi baru sih knp g bni mobile nya aja diupgrade Jd susah buat bayar listrik dan air,parah susah sekali verifikasi wajah udh ikut panduan tetep aja g bisa masuk heran knp mst bikin aplikasi baru sih knp g bni mobile nya aja diupgrade jd susah buat bayar listrik dan air,parah susah sekali verifikasi wajah sudah ikut panduan tetap saja tidak bisa masuk heran kenapa mesti membuat aplikasi baru saja sih kenapa tidak bni mobile ya saja diupgrade jadi susah buat bayar listrik dan air,parah susah verifikasi wajah panduan tidak bisa masuk heran mesti sih tidak mobile diupgrade susah bayar listrik air,"['parah', 'susah', 'verifikasi', 'wajah', 'panduan', 'tidak', 'bisa', 'masuk', 'heran', 'mesti', 'sih', 'tidak', 'mobile', 'diupgrade', 'susah', 'bayar', 'listrik', 'air']",parah susah verifikasi wajah panduan tidak bisa masuk heran mesti sih tidak mobile diupgrade susah bayar listrik air,"['parah', 'susah', 'verifikasi', 'wajah', 'pandu', 'tidak', 'bisa', 'masuk', 'heran', 'mesti', 'sih', 'tidak', 'mobile', 'diupgrade', 'susah', 'bayar', 'listrik', 'air']"
Aplikasinya setelah di perbaharui tidak bisa login sudah hapus history atau cache tetap tidak bisa login harus registrasi ulang,Negative,Autentikasi,Aplikasinya setelah di perbaharui tidak bisa login sudah hapus history atau cache tetap tidak bisa login harus registrasi ulang,aplikasinya setelah di perbaharui tidak bisa login sudah hapus history atau cache tetap tidak bisa login harus registrasi ulang,aplikasinya setelah di perbaharui tidak bisa login sudah hapus history atau cache tetap tidak bisa login harus registrasi ulang,perbaharui tidak bisa login hapus history cache tidak bisa login registrasi ulang,"['perbaharui', 'tidak', 'bisa', 'login', 'hapus', 'history', 'cache', 'tidak', 'bisa', 'login', 'registrasi', 'ulang']",perbaharui tidak bisa login hapus history cache tidak bisa login registrasi ulang,"['baharu', 'tidak', 'bisa', 'login', 'hapus', 'history', 'cache', 'tidak', 'bisa', 'login', 'registrasi', 'ulang']"
"Ga kaya aplikasi mobile yg lain, gaada menu masuk atau daftar gtu biar klo pindah hp tuh ga ribet. Ini mah ribet, aplagi buat saya yg punya hp kamera burem jdi susah mau foto KTP nya. Halah...",Negative,Autentikasi,Ga kaya aplikasi mobile yg lain gaada menu masuk atau daftar gtu biar klo pindah hp tuh ga ribet Ini mah ribet aplagi buat saya yg punya hp kamera burem jdi susah mau foto KTP nya Halah,ga kaya aplikasi mobile yg lain gaada menu masuk atau daftar gtu biar klo pindah hp tuh ga ribet ini mah ribet aplagi buat saya yg punya hp kamera burem jdi susah mau foto ktp nya halah,tidak kayak aplikasi mobile yang lain tidak ada menu masuk atau daftar begitu agar kalau pindah hp tuh tidak rumit ini mah rumit aplagi buat saya yang punya hp kamera buram jadi susah mau foto KTP ya halah,tidak kayak mobile tidak menu masuk daftar pindah hp tuh tidak rumit mah rumit aplagi hp kamera buram susah foto KTP halah,"['tidak', 'kayak', 'mobile', 'tidak', 'menu', 'masuk', 'daftar', 'pindah', 'hp', 'tuh', 'tidak', 'rumit', 'mah', 'rumit', 'aplagi', 'hp', 'kamera', 'buram', 'susah', 'foto', 'KTP', 'halah']",tidak kayak mobile tidak menu masuk daftar pindah hp tuh tidak rumit mah rumit aplagi hp kamera buram susah foto KTP halah,"['tidak', 'kayak', 'mobile', 'tidak', 'menu', 'masuk', 'daftar', 'pindah', 'hp', 'tuh', 'tidak', 'rumit', 'mah', 'rumit', 'aplagi', 'hp', 'kamera', 'buram', 'susah', 'foto', 'ktp', 'halah']"
"Susah verifikasi wajahnya,mohon dipermudah",Negative,Autentikasi,Susah verifikasi wajahnya mohon dipermudah,susah verifikasi wajahnya mohon dipermudah,susah verifikasi wajahnya mohon dipermudah,susah verifikasi wajahnya mohon dipermudah,"['susah', 'verifikasi', 'wajahnya', 'mohon', 'dipermudah']",susah verifikasi wajahnya mohon dipermudah,"['susah', 'verifikasi', 'wajah', 'mohon', 'mudah']"
Kek mana verivikasi 4 hari gk bisa bisa,Negative,Autentikasi,Kek mana verivikasi  hari gk bisa bisa,kek mana verivikasi  hari gk bisa bisa,kayak/seperti mana verifikasi hari tidak bisa bisa,kayak/seperti verifikasi tidak bisa bisa,"['kayak/seperti', 'verifikasi', 'tidak', 'bisa', 'bisa']",kayak/seperti verifikasi tidak bisa bisa,"['kayak seperti', 'verifikasi', 'tidak', 'bisa', 'bisa']"
"Aplikasi anjing.....verifikasi wajah susah amat tengok kanan dekatkan layar tengok kanan,tolol emang yang buat",Negative,Autentikasi,Aplikasi anjing verifikasi wajah susah amat tengok kanan dekatkan layar tengok kanan tolol emang yang buat,aplikasi anjing verifikasi wajah susah amat tengok kanan dekatkan layar tengok kanan tolol emang yang buat,aplikasi anjing verifikasi wajah susah amat tengok kanan dekatkan layar tengok kanan tolol memang yang buat,anjing verifikasi wajah susah tengok kanan dekatkan layar tengok kanan tolol,"['anjing', 'verifikasi', 'wajah', 'susah', 'tengok', 'kanan', 'dekatkan', 'layar', 'tengok', 'kanan', 'tolol']",anjing verifikasi wajah susah tengok kanan dekatkan layar tengok kanan tolol,"['anjing', 'verifikasi', 'wajah', 'susah', 'tengok', 'kanan', 'dekat', 'layar', 'tengok', 'kanan', 'tolol']"
"takut menggunakan aplikasi ini, rawan penyalahgunaan data, kirim foto KTP, Selfi wajah",Negative,Autentikasi,takut menggunakan aplikasi ini rawan penyalahgunaan data kirim foto KTP Selfi wajah,takut menggunakan aplikasi ini rawan penyalahgunaan data kirim foto ktp selfi wajah,takut menggunakan aplikasi ini rawan penyalahgunaan data kirim foto KTP selfi wajah,takut rawan penyalahgunaan data kirim foto KTP selfi wajah,"['takut', 'rawan', 'penyalahgunaan', 'data', 'kirim', 'foto', 'KTP', 'selfi', 'wajah']",takut rawan penyalahgunaan data kirim foto KTP selfi wajah,"['takut', 'rawan', 'penyalahgunaan', 'data', 'kirim', 'foto', 'ktp', 'selfi', 'wajah']"
"Sangat mudah untuk aktifasinya, tanpa meminta user id,nmor rekening dan nmor kartu. Kemudian jika ganti email atau no hp tidak perlu ke cs lagi. Bisa ganti sendiri. Cukup dengan KTP saja, KTP asli,foto copy atau foto KTP juga bisa ðŸ¤¤ dan Selfi nya juga mudah yg penting hp suport dan penerangannya cukup. Aplikasi paling gampang digunakan yg dimiliki BNI saat ini.",Positive,Autentikasi,Sangat mudah untuk aktifasinya tanpa meminta user id nmor rekening dan nmor kartu Kemudian jika ganti email atau no hp tidak perlu ke cs lagi Bisa ganti sendiri Cukup dengan KTP saja KTP asli foto copy atau foto KTP juga bisa  dan Selfi nya juga mudah yg penting hp suport dan penerangannya cukup Aplikasi paling gampang digunakan yg dimiliki BNI saat ini,sangat mudah untuk aktifasinya tanpa meminta user id nmor rekening dan nmor kartu kemudian jika ganti email atau no hp tidak perlu ke cs lagi bisa ganti sendiri cukup dengan ktp saja ktp asli foto copy atau foto ktp juga bisa  dan selfi nya juga mudah yg penting hp suport dan penerangannya cukup aplikasi paling gampang digunakan yg dimiliki bni saat ini,sangat mudah untuk aktifasinya tanpa meminta user id nmor rekening dan nmor kartu kemudian jika ganti email atau nomor hp tidak perlu ke cs lagi bisa ganti sendiri cukup dengan KTP saja KTP asli foto copy atau foto KTP juga bisa dan selfi ya juga mudah yang penting hp suport dan penerangannya cukup aplikasi paling gampang digunakan yang dimiliki bni saat ini,sangat mudah aktifasinya tanpa user id nmor rekening nmor kartu ganti email nomor hp tidak cs bisa ganti KTP KTP asli foto copy foto KTP bisa selfi mudah hp suport penerangannya gampang dimiliki,"['sangat', 'mudah', 'aktifasinya', 'tanpa', 'user', 'id', 'nmor', 'rekening', 'nmor', 'kartu', 'ganti', 'email', 'nomor', 'hp', 'tidak', 'cs', 'bisa', 'ganti', 'KTP', 'KTP', 'asli', 'foto', 'copy', 'foto', 'KTP', 'bisa', 'selfi', 'mudah', 'hp', 'suport', 'penerangannya', 'gampang', 'dimiliki']",sangat mudah aktifasinya tanpa user id nmor rekening nmor kartu ganti email nomor hp tidak cs bisa ganti KTP KTP asli foto copy foto KTP bisa selfi mudah hp suport penerangannya gampang dimiliki,"['sangat', 'mudah', 'aktifasinya', 'tanpa', 'user', 'id', 'nmor', 'rekening', 'nmor', 'kartu', 'ganti', 'email', 'nomor', 'hp', 'tidak', 'cs', 'bisa', 'ganti', 'ktp', 'ktp', 'asli', 'foto', 'copy', 'foto', 'ktp', 'bisa', 'selfi', 'mudah', 'hp', 'suport', 'terang', 'gampang', 'milik']"
Ribet ni apk masa dri verivikasi wajah mulu,Negative,Autentikasi,Ribet ni apk masa dri verivikasi wajah mulu,ribet ni apk masa dri verivikasi wajah mulu,rumit ini aplikasi masa dari verifikasi wajah melulu,rumit verifikasi wajah melulu,"['rumit', 'verifikasi', 'wajah', 'melulu']",rumit verifikasi wajah melulu,"['rumit', 'verifikasi', 'wajah', 'melulu']"
"Untuk verifikasi wajah kok susah banget, ini spt ga niat bikin aplikasi, kalo memang mau dipake itu dipermudah",Negative,Autentikasi,Untuk verifikasi wajah kok susah banget ini spt ga niat bikin aplikasi kalo memang mau dipake itu dipermudah,untuk verifikasi wajah kok susah banget ini spt ga niat bikin aplikasi kalo memang mau dipake itu dipermudah,untuk verifikasi wajah kok susah banget ini seperti tidak berniat membuat aplikasi kalau memang mau dipakai itu dipermudah,verifikasi wajah susah banget tidak berniat dipakai dipermudah,"['verifikasi', 'wajah', 'susah', 'banget', 'tidak', 'berniat', 'dipakai', 'dipermudah']",verifikasi wajah susah banget tidak berniat dipakai dipermudah,"['verifikasi', 'wajah', 'susah', 'banget', 'tidak', 'niat', 'pakai', 'mudah']"
"ribet banget, mesti download aplikasi ini lagi buat bayar listrik terpisah. mana proses pendaftarannya ribet banget lagi. ahh tolonglah. satuin aja kembali di bni mbanking.",Negative,Autentikasi,ribet banget mesti download aplikasi ini lagi buat bayar listrik terpisah mana proses pendaftarannya ribet banget lagi ahh tolonglah satuin aja kembali di bni mbanking,ribet banget mesti download aplikasi ini lagi buat bayar listrik terpisah mana proses pendaftarannya ribet banget lagi ahh tolonglah satuin aja kembali di bni mbanking,rumit banget mesti download aplikasi ini lagi buat bayar listrik terpisah mana proses pendaftarannya rumit banget lagi ah tolonglah satuin saja kembali di bni m banking,rumit banget mesti download bayar listrik terpisah proses pendaftarannya rumit banget ah tolonglah satuin m banking,"['rumit', 'banget', 'mesti', 'download', 'bayar', 'listrik', 'terpisah', 'proses', 'pendaftarannya', 'rumit', 'banget', 'ah', 'tolonglah', 'satuin', 'm', 'banking']",rumit banget mesti download bayar listrik terpisah proses pendaftarannya rumit banget ah tolonglah satuin m banking,"['rumit', 'banget', 'mesti', 'download', 'bayar', 'listrik', 'pisah', 'proses', 'daftar', 'rumit', 'banget', 'ah', 'tolong', 'satuin', 'm', 'banking']"
"Saya pakai mobile banking BNI selama ini untuk transaksi apapun. Tiba2 mau beli token listrik harus pakai aplikasi baru ini. Daftarnya sulit, ferivikasi wajahnya buat pusing gagal terus ajg. Mending ganti bank sekalian aja deh yg gak bikin repot nasabah.",Negative,Autentikasi,Saya pakai mobile banking BNI selama ini untuk transaksi apapun Tiba mau beli token listrik harus pakai aplikasi baru ini Daftarnya sulit ferivikasi wajahnya buat pusing gagal terus ajg Mending ganti bank sekalian aja deh yg gak bikin repot nasabah,saya pakai mobile banking bni selama ini untuk transaksi apapun tiba mau beli token listrik harus pakai aplikasi baru ini daftarnya sulit ferivikasi wajahnya buat pusing gagal terus ajg mending ganti bank sekalian aja deh yg gak bikin repot nasabah,saya pakai mobile banking bni selama ini untuk transaksi apa pun tiba mau beli token listrik harus pakai aplikasi baru saja ini daftarnya sulit verifikasi wajahnya buat pusing gagal terus anjing lebih baik ganti bank sekalian saja saja yang tidak membuat repot nasabah,pakai mobile banking transaksi beli token listrik pakai daftarnya sulit verifikasi wajahnya pusing gagal anjing lebih baik ganti bank tidak repot nasabah,"['pakai', 'mobile', 'banking', 'transaksi', 'beli', 'token', 'listrik', 'pakai', 'daftarnya', 'sulit', 'verifikasi', 'wajahnya', 'pusing', 'gagal', 'anjing', 'lebih', 'baik', 'ganti', 'bank', 'tidak', 'repot', 'nasabah']",pakai mobile banking transaksi beli token listrik pakai daftarnya sulit verifikasi wajahnya pusing gagal anjing lebih baik ganti bank tidak repot nasabah,"['pakai', 'mobile', 'banking', 'transaksi', 'beli', 'token', 'listrik', 'pakai', 'daftar', 'sulit', 'verifikasi', 'wajah', 'pusing', 'gagal', 'anjing', 'lebih', 'baik', 'ganti', 'bank', 'tidak', 'repot', 'nasabah']"
"aplikasi paling paling paling payahhhhh, mentok d otp email aja terussss",Negative,Autentikasi,aplikasi paling paling paling payahhhhh mentok d otp email aja terussss,aplikasi paling paling paling payahhhhh mentok d otp email aja terussss,aplikasi paling paling paling payahhhhh macet di otp email saja terussss,payahhhhh macet otp email terussss,"['payahhhhh', 'macet', 'otp', 'email', 'terussss']",payahhhhh macet otp email terussss,"['payahhhhh', 'macet', 'otp', 'email', 'terussss']"
"Aplikasi tidak jelas, verifikasi sulit di mengerti, bni yang lama juga terdapat bug. Hadeh!",Negative,Autentikasi,Aplikasi tidak jelas verifikasi sulit di mengerti bni yang lama juga terdapat bug Hadeh,aplikasi tidak jelas verifikasi sulit di mengerti bni yang lama juga terdapat bug hadeh,aplikasi tidak jelas verifikasi sulit di mengerti bni yang lama juga terdapat bug haduh,tidak verifikasi sulit mengerti lama bug haduh,"['tidak', 'verifikasi', 'sulit', 'mengerti', 'lama', 'bug', 'haduh']",tidak verifikasi sulit mengerti lama bug haduh,"['tidak', 'verifikasi', 'sulit', 'erti', 'lama', 'bug', 'haduh']"
"Aplikasi tolol, nasabah selalu diingatkan ke aplikasi ini, dengan fungsi yang sama tapi otentifikasi wajah yang menyusahkan",Negative,Autentikasi,Aplikasi tolol nasabah selalu diingatkan ke aplikasi ini dengan fungsi yang sama tapi otentifikasi wajah yang menyusahkan,aplikasi tolol nasabah selalu diingatkan ke aplikasi ini dengan fungsi yang sama tapi otentifikasi wajah yang menyusahkan,aplikasi tolol nasabah selalu diingatkan ke aplikasi ini dengan fungsi yang sama tapi otentifikasi wajah yang menyusahkan,tolol nasabah fungsi otentifikasi wajah menyusahkan,"['tolol', 'nasabah', 'fungsi', 'otentifikasi', 'wajah', 'menyusahkan']",tolol nasabah fungsi otentifikasi wajah menyusahkan,"['tolol', 'nasabah', 'fungsi', 'otentifikasi', 'wajah', 'susah']"
"Apk setres Vermuk Mutter"" Sudah terang camera iphone di tempat terang masih gagal parahhh Bni nihh Di suruh kedip di suruh trngok.kanan kiri bawah depan belakanh stressss",Negative,Autentikasi,Apk setres Vermuk Mutter Sudah terang camera iphone di tempat terang masih gagal parahhh Bni nihh Di suruh kedip di suruh trngok kanan kiri bawah depan belakanh stressss,apk setres vermuk mutter sudah terang camera iphone di tempat terang masih gagal parahhh bni nihh di suruh kedip di suruh trngok kanan kiri bawah depan belakanh stressss,aplikasi setres verifikasi muka mutter sudah terang camera iphone di tempat terang masih gagal parahhh bni nih di suruh kedip di suruh trngok kanan kiri bawah depan belakanh stressss,setres verifikasi muka mutter terang camera iphone terang masih gagal parahhh nih suruh kedip suruh trngok kanan kiri belakanh stressss,"['setres', 'verifikasi', 'muka', 'mutter', 'terang', 'camera', 'iphone', 'terang', 'masih', 'gagal', 'parahhh', 'nih', 'suruh', 'kedip', 'suruh', 'trngok', 'kanan', 'kiri', 'belakanh', 'stressss']",setres verifikasi muka mutter terang camera iphone terang masih gagal parahhh nih suruh kedip suruh trngok kanan kiri belakanh stressss,"['tres', 'verifikasi', 'muka', 'mutter', 'terang', 'camera', 'iphone', 'terang', 'masih', 'gagal', 'parahhh', 'nih', 'suruh', 'kedip', 'suruh', 'trngok', 'kanan', 'kiri', 'belakanh', 'stressss']"
Terus kendala.keterangan ada kendala sedikit.tp error terus ga bisa login,Negative,Autentikasi,Terus kendala keterangan ada kendala sedikit tp error terus ga bisa login,terus kendala keterangan ada kendala sedikit tp error terus ga bisa login,terus kendala keterangan ada kendala sedikit tapi error terus tidak bisa login,kendala keterangan kendala error tidak bisa login,"['kendala', 'keterangan', 'kendala', 'error', 'tidak', 'bisa', 'login']",kendala keterangan kendala error tidak bisa login,"['kendala', 'terang', 'kendala', 'error', 'tidak', 'bisa', 'login']"
Anjir akun apaan susahhh bgtttttt mau verifikasi kode email aja gagall terusss anehhhhhhhh pdhl kode yg di masukan udahh benerrrr anehhhhhhhhhhhh lemotttt susahhhhhhh anehhh bgttt emosiiiiiiiiii,Negative,Autentikasi,Anjir akun apaan susahhh bgtttttt mau verifikasi kode email aja gagall terusss anehhhhhhhh pdhl kode yg di masukan udahh benerrrr anehhhhhhhhhhhh lemotttt susahhhhhhh anehhh bgttt emosiiiiiiiiii,anjir akun apaan susahhh bgtttttt mau verifikasi kode email aja gagall terusss anehhhhhhhh pdhl kode yg di masukan udahh benerrrr anehhhhhhhhhhhh lemotttt susahhhhhhh anehhh bgttt emosiiiiiiiiii,anjir akun apaan susahhh bgtttttt mau verifikasi kode email saja gagall terus anehhhhhhhh padahal kode yang di masukan sudah benerrrr anehhhhhhhhhhhh lemotttt susahhhhhhh aneh banget emosiiiiiiiiii,anjir akun susahhh bgtttttt verifikasi kode email gagall anehhhhhhhh kode masukan benerrrr anehhhhhhhhhhhh lemotttt susahhhhhhh aneh banget emosiiiiiiiiii,"['anjir', 'akun', 'susahhh', 'bgtttttt', 'verifikasi', 'kode', 'email', 'gagall', 'anehhhhhhhh', 'kode', 'masukan', 'benerrrr', 'anehhhhhhhhhhhh', 'lemotttt', 'susahhhhhhh', 'aneh', 'banget', 'emosiiiiiiiiii']",anjir akun susahhh bgtttttt verifikasi kode email gagall anehhhhhhhh kode masukan benerrrr anehhhhhhhhhhhh lemotttt susahhhhhhh aneh banget emosiiiiiiiiii,"['anjir', 'akun', 'susahhh', 'bgtttttt', 'verifikasi', 'kode', 'email', 'gagall', 'anehhhhhhhh', 'kode', 'masuk', 'benerrrr', 'anehhhhhhhhhhhh', 'lemotttt', 'susahhhhhhh', 'aneh', 'banget', 'emosiiiiiiiiii']"
"menurut gw sih tampilannya kurang sama gak lengkap kayak bni m-banking dulu.... btw gw masuk wondr kartu simnya gak dipasang , otp lewat WA sinyal gak lancar , kok lancar aja ya masuknya aneh bgt yg pada komen gak bisa masuk. sekedar informasi gw daptar bni via online di website bni.",Positive,Autentikasi,menurut gw sih tampilannya kurang sama gak lengkap kayak bni m banking dulu btw gw masuk wondr kartu simnya gak dipasang  otp lewat WA sinyal gak lancar  kok lancar aja ya masuknya aneh bgt yg pada komen gak bisa masuk sekedar informasi gw daptar bni via online di website bni,menurut gw sih tampilannya kurang sama gak lengkap kayak bni m banking dulu btw gw masuk wondr kartu simnya gak dipasang  otp lewat wa sinyal gak lancar  kok lancar aja ya masuknya aneh bgt yg pada komen gak bisa masuk sekedar informasi gw daptar bni via online di website bni,menurut gue sih tampilannya kurang sama tidak lengkap kayak bni sama banking dulu btw gue masuk wondr kartu simnya tidak dipasang otp lewat wa sinyal tidak lancar kok lancar saja ya masuknya aneh banget yang pada komen tidak bisa masuk sekedar informasi gue daftar bni via online di website bni,gue sih tampilannya kurang tidak lengkap kayak banking btw gue masuk kartu simnya tidak dipasang otp wa sinyal tidak lancar lancar masuknya aneh banget komen tidak bisa masuk sekedar informasi gue daftar via online website,"['gue', 'sih', 'tampilannya', 'kurang', 'tidak', 'lengkap', 'kayak', 'banking', 'btw', 'gue', 'masuk', 'kartu', 'simnya', 'tidak', 'dipasang', 'otp', 'wa', 'sinyal', 'tidak', 'lancar', 'lancar', 'masuknya', 'aneh', 'banget', 'komen', 'tidak', 'bisa', 'masuk', 'sekedar', 'informasi', 'gue', 'daftar', 'via', 'online', 'website']",gue sih tampilannya kurang tidak lengkap kayak banking btw gue masuk kartu simnya tidak dipasang otp wa sinyal tidak lancar lancar masuknya aneh banget komen tidak bisa masuk sekedar informasi gue daftar via online website,"['gue', 'sih', 'tampil', 'kurang', 'tidak', 'lengkap', 'kayak', 'banking', 'btw', 'gue', 'masuk', 'kartu', 'simnya', 'tidak', 'pasang', 'otp', 'wa', 'sinyal', 'tidak', 'lancar', 'lancar', 'masuk', 'aneh', 'banget', 'komen', 'tidak', 'bisa', 'masuk', 'dar', 'informasi', 'gue', 'daftar', 'via', 'online', 'website']"
"UI nya bagus ramah pengguna, tidak seribet BNI Mobile saat Login dan transaksi dan lebih bagus lagi apabila ditambahkan biaya pendidikan untuk pembayaran UKT. Kekurangannya cuman di maintenance nya mengapa sering di jam kerja",Positive,Autentikasi,UI nya bagus ramah pengguna tidak seribet BNI Mobile saat Login dan transaksi dan lebih bagus lagi apabila ditambahkan biaya pendidikan untuk pembayaran UKT Kekurangannya cuman di maintenance nya mengapa sering di jam kerja,ui nya bagus ramah pengguna tidak seribet bni mobile saat login dan transaksi dan lebih bagus lagi apabila ditambahkan biaya pendidikan untuk pembayaran ukt kekurangannya cuman di maintenance nya mengapa sering di jam kerja,ui ya bagus ramah pengguna tidak seribet bni mobile saat login dan transaksi dan lebih bagus lagi apabila ditambahkan biaya pendidikan untuk pembayaran ukt kekurangannya cuma di maintenance ya mengapa sering di jam kerja,ui bagus ramah pengguna tidak seribet mobile login transaksi lebih bagus biaya pendidikan pembayaran ukt kekurangannya maintenance sering jam kerja,"['ui', 'bagus', 'ramah', 'pengguna', 'tidak', 'seribet', 'mobile', 'login', 'transaksi', 'lebih', 'bagus', 'biaya', 'pendidikan', 'pembayaran', 'ukt', 'kekurangannya', 'maintenance', 'sering', 'jam', 'kerja']",ui bagus ramah pengguna tidak seribet mobile login transaksi lebih bagus biaya pendidikan pembayaran ukt kekurangannya maintenance sering jam kerja,"['ui', 'bagus', 'ramah', 'guna', 'tidak', 'seribet', 'mobile', 'login', 'transaksi', 'lebih', 'bagus', 'biaya', 'didik', 'bayar', 'ukt', 'kurang', 'maintenance', 'sering', 'jam', 'kerja']"
Kode OTP ke email ditunggu tdk masuk2... Kok bisa bgtu ya...,Negative,Autentikasi,Kode OTP ke email ditunggu tdk masuk Kok bisa bgtu ya,kode otp ke email ditunggu tdk masuk kok bisa bgtu ya,kode otp ke email ditunggu tidak masuk kok bisa begitu ya,kode otp email ditunggu tidak masuk bisa,"['kode', 'otp', 'email', 'ditunggu', 'tidak', 'masuk', 'bisa']",kode otp email ditunggu tidak masuk bisa,"['kode', 'otp', 'email', 'tunggu', 'tidak', 'masuk', 'bisa']"
